date,ambientTemp,outdoorTemp,rainfall,T1Power,T2Power
2/27/2024,32.9,32.59,0,2.97,2.42
2/28/2024,32.75,32.71,0,2.97,2.42
2/29/2024,33.03,32.53,0,2.97,2.42
3/1/2024,32.25,33.23,0,2.97,2.42
3/2/2024,31.25,31.81,0,2.97,2.42
3/3/2024,31.75,31.03,0,2.97,2.42
3/4/2024,32.35,33.66,0,2.97,2.42
3/5/2024,32.26,32.45,0,2.97,2.42
3/6/2024,32.51,32.35,0,2.97,2.42
3/7/2024,31.58,32.76,0,2.97,2.42
3/8/2024,32.08,31.05,0,2.97,2.21
3/9/2024,31.55,32.17,0,2.97,2.12
3/10/2024,31.35,30.32,0,2.97,1.95
3/11/2024,31.18,30.34,1.4,2.97,1.46
3/12/2024,31.92,32.28,0,2.97,1.22
3/13/2024,31.76,32.17,0,2.97,1.22
3/14/2024,32.31,32.33,0,2.97,1.01
3/15/2024,32.75,32.11,0,2.97,1.01
3/16/2024,32.25,31.85,0,2.97,1.99
3/17/2024,31.58,31.75,0,2.97,1.08
3/18/2024,32.51,32.78,0,2.97,0.87
3/19/2024,32.75,33.2,0,2.97,0.87
3/20/2024,32.18,32.44,0,2.97,0.87
3/21/2024,32.75,31.92,0,2.97,0.87
3/22/2024,32.31,32.71,0.5,2.97,0.87
3/23/2024,32.17,33.81,0,2.97,0.87
3/24/2024,33.55,32.53,0,2.97,2.28
3/25/2024,31.75,33.47,0,2.97,2.34
3/26/2024,30.55,33.02,0,2.97,2.12
3/27/2024,32.25,32.94,0,2.97,2.19
3/28/2024,32.35,33.65,0,2.97,2.18
3/29/2024,32.17,33.72,0,2.97,1.8
3/30/2024,31.75,30.77,0,2.97,2.91
3/31/2024,31.75,33.33,0,2.97,2.84
4/1/2024,31.75,33.64,0,2.97,2.04
4/2/2024,32.35,33.19,0.5,2.97,2.95
4/3/2024,32.25,33.71,0,2.97,2.98
4/4/2024,32.47,33.44,0.6,2.97,2.35
4/5/2024,33.26,33.85,1,2.97,1.14
4/6/2024,33.26,33.85,0,2.97,1.37
4/7/2024,33.18,34.93,0,2.97,2.06
4/8/2024,32.75,33.89,0,2.97,1.78
4/9/2024,32,32.85,0,2.97,2.6
4/10/2024,31.75,32.61,0,2.97,2.55
4/11/2024,31.89,33.67,0,2.97,2.54
4/12/2024,31.75,33.71,0,2.97,1.05
4/13/2024,32.25,34.43,0,2.97,1.54
4/14/2024,31.55,32.66,0,2.97,2.45
4/15/2024,32.08,34.02,0,2.97,1.85
4/16/2024,31.55,34.35,0,2.97,3.32
4/17/2024,30.75,33.22,0,2.97,2.34
4/18/2024,31.25,31.85,0,2.97,1.97
4/19/2024,31.35,32.06,0,2.97,1.53
4/20/2024,31.75,32.65,0,2.11,2.8
4/21/2024,32.25,34.65,0,2.54,2.92
4/22/2024,32.25,33.51,0,0.13,3.88
4/23/2024,32.33,32.45,8.4,3.07,2.88
4/24/2024,32.18,33.54,2.3,1.47,2.88
4/25/2024,31.75,34.35,1.4,0,2.73
4/26/2024,31.55,33.65,8.5,0,2.5
4/27/2024,32.09,34.57,5.3,0,2.76
4/28/2024,31.55,33.35,4.8,0,2.76
4/29/2024,32.08,33.16,1.2,0.99,2.98
4/30/2024,31.75,34.76,0,0.63,2.72
